keys,es,en,personaje,emocion,image,escena
player_au_visual_txt85,!! Tienes la vagina de una verdadera puta jajaja !!,!! You have the vagina of a real whore hahaha!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt86,!! Ah ❤ !!,!! Ah ❤ !!,,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt87,¿Te gusta preciosa?,Do you like it darling?,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt88,Duele un poco pero....,It hurts a little but...,,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt89,Se siente muy rico....❤,It feels so good....❤,,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt90,!!Eso preciosa!!,!! That darling!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt91,!! Dale mas rapido !!,!! Go faster!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt92,!! Ah ❤ !!,!! Ah ❤ !!,,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt93,!! Ahhh ❤ !!,!! Ahhh ❤ !!,,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt94,Mmmh ❤,Mmmh ❤,,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt95,!! Que rico se siente !!,!! That feels so good!!,,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt96,!! Dame un squirt preciosa !!,!! Give me a squirt darling!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt97,Esta bien ❤,Okay ❤,,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt98,!! Ah ❤ !!,!! Ah ❤ !!,,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt99,!! Ahhh ❤ !!,!! Ahhh ❤ !!,,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt100,Mmmh ❤,Mmmh ❤,,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt101,!! AHHHHHHHHHHHHHHHHHHH,!! AHHHHHHHHHHHHHHHHHHHHH,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S11.png,PLAYERAUMENTOVISUAL
player_au_visual_txt102,Que delicia...,How delicious...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S11.png,PLAYERAUMENTOVISUAL
player_au_visual_txt103,¿Te gusto preciosa? ,Did you like it darling?,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S11.png,PLAYERAUMENTOVISUAL
player_au_visual_txt104,Si ❤,Yes ❤,,NORMAL,res://art/cutscenes/market/V2/S11.png,PLAYERAUMENTOVISUAL
player_au_visual_txt105,Bien te dejare descansar lindura....,Fine I'll let you rest cutie....,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S11.png,PLAYERAUMENTOVISUAL
player_au_visual_txt106,Gracias por el juguete ❤,Thanks for the toy ❤,,NORMAL,res://art/cutscenes/market/V2/S11.png,PLAYERAUMENTOVISUAL
player_au_visual_txt107,De nada preciosa....,You're welcome darling....,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S11.png,PLAYERAUMENTOVISUAL
player_au_visual_txt108,Si quieres te puedo conseguir mas....,If you want I can get you more....,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S11.png,PLAYERAUMENTOVISUAL
player_au_visual_txt109,Mhmmm me da pena... ,Mhmmm I'm embarrassed...,,NORMAL,res://art/cutscenes/market/V2/S11.png,PLAYERAUMENTOVISUAL
player_au_visual_txt110,No tienes por que preciosa... Yo encantado de cumplirte... ,You don't have to darling... I'd be happy to oblige...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S11.png,PLAYERAUMENTOVISUAL
player_au_visual_txt111,Con la condicion de que me sigas dejando verte usarlos....,On the condition that you keep letting me watch you use them....,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S11.png,PLAYERAUMENTOVISUAL
player_au_visual_txt112,Esta bien.... Pero no le digas a mi novio.... ,Okay.... But don't tell my boyfriend....,,NORMAL,res://art/cutscenes/market/V2/S11.png,PLAYERAUMENTOVISUAL
player_au_visual_txt113,!! Perfecto !! Nos vemos mamacita  ❤,!! Perfect!! See you mommy ❤,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S11.png,PLAYERAUMENTOVISUAL
,,,,,,
end_part2_txt1,!!HIJO DE PUTA!!,SON OF A BITCH!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/S1.png,ENDPART2
end_part2_txt2,!!MALNACIDO!!,!!BADMAN!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/S1.png,ENDPART2
end_part2_txt3,!!DESGRACIADO!!,!!WRECK!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/S1.png,ENDPART2
end_part2_txt4,!!MIERDA DE SER HUMANO!!,!!SHITTY HUMAN BEING!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/S1.png,ENDPART2
end_part2_txt5,!!DEGENERADO DE PORQUERIA!!,!!DEGENERATED FILTHY!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/S1.png,ENDPART2
end_part2_txt6,!!TE VOY A MATAR CON MIS PROPIAS MANOS!!,!!I'M GOING TO KILL YOU WITH MY OWN HANDS!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/S1.png,ENDPART2
end_part2_txt7,!!!!!YA PAREN LOS DOS!!!!!!,!!!!!STOP IT BOTH OF YOU!!!!!!,,NORMAL,res://art/cutscenes/THE END/S2.png,ENDPART2
end_part2_txt8,!!¿MI AMOR QUE HACES?!!!,!!MY LOVE WHAT ARE YOU DOING?!!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/S2.png,ENDPART2
end_part2_txt9,!!BAJA ESA ARMA PUTA ES UNA ORDEN!!,!!PUT DOWN THAT GUN BITCH IT'S AN ORDER!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/THE END/S2.png,ENDPART2
end_part2_txt10,!!POR FAVOR DETENGAN ESTO!!!,!!PLEASE STOP THIS!!!,,NORMAL,res://art/cutscenes/THE END/S2.png,ENDPART2
end_part2_txt11,Ya no quiero que sigan peleando...,I don't want you to keep fighting...,,NORMAL,res://art/cutscenes/THE END/S2.png,ENDPART2
end_part2_txt12,Esto tiene que terminar para siempre....,This has to end forever...,,NORMAL,res://art/cutscenes/THE END/S2.png,ENDPART2
end_part2_txt13,Voy a tomar una decision....,I'm going to make a decision...,,NORMAL,res://art/cutscenes/THE END/S2.png,ENDPART2
end_part2_txt14,Para el bien de todos...,For the good of everyone...,,NORMAL,res://art/cutscenes/THE END/S2.png,ENDPART2
end_part2_txt15,!! ESTAS LOCA PUTA !!,!! YOU'RE CRAZY BITCH!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/THE END/S2.png,ENDPART2
end_part2_txt16,!! ESPERA POR FAVOR HAVANY !!,!!WAIT PLEASE HAVANY!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/S2.png,ENDPART2
,,,,,,
player_dead_txt1,Por que..........,Why..........,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/player_shot.png,MUERTEPLAYER
player_dead_txt2,¿Por que lo hiciste amor?....,Why did you do it love?....,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/player_shot.png,MUERTEPLAYER
player_dead_txt3,......Yo.....,......I.....,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/player_shot_2.png,MUERTEPLAYER
player_dead_txt4,.....Te amaba......,.....I loved you......,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/player_shot_2.png,MUERTEPLAYER
player_dead_txt5,.......Despues de todo lo que hicimos.....,.......After everything we did.....,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/player_shot_2.png,MUERTEPLAYER
player_dead_txt6,......De todo lo que logramos juntos......,......Of everything we achieved together......,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/player_shot_3.png,MUERTEPLAYER
player_dead_txt7,......Siempre....... Te cuide........,......I always....... took care of you........,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/player_shot_3.png,MUERTEPLAYER
player_dead_txt8,.......Te di...... Absolutamente todo de mi.......,.......I gave you......Absolutely everything of me.......,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/player_shot_3.png,MUERTEPLAYER
player_dead_txt9,...Cada.....Parte.....de mi alma........,...Every.....Part.....of my soul........,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/player_shot_3.png,MUERTEPLAYER
player_dead_txt10,........No quiero morir......,........I don't want to die......,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/player_shot_3.png,MUERTEPLAYER
player_dead_txt11,.....Pero......,.....But......,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/player_shot_3.png,MUERTEPLAYER
player_dead_txt12,....Si asi tu eres...... ,....If that's who you are......,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/player_shot_4.png,MUERTEPLAYER
player_dead_txt13,...FELIZ.......,...HAPPY.......,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/player_shot_4.png,MUERTEPLAYER
player_dead_txt14,......Esta bien......,......It's okay......,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/player_shot_4.png,MUERTEPLAYER
player_dead_txt15,......Despues de todo.....,......After everything.....,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/player_shot_4.png,MUERTEPLAYER
player_dead_txt16,....... Ya no tengo nada.......,....... I have nothing anymore.......,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/player_shot_4.png,MUERTEPLAYER
player_dead_txt17,.....En este mundo que me importe......,.....In this world that matters to me......,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/player_shot_4.png,MUERTEPLAYER
player_dead_txt18,......Cuidate mucho......,......Take good care of yourself......,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/player_shot_4.png,MUERTEPLAYER
player_dead_txt19,......Te.... amo.....,......I love.... you.....,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/player_shot_4.png,MUERTEPLAYER
player_dead_txt20,....Se.... ....Fe......liz...........,....Be.... ....Happy.............,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/player_shot_5.png,MUERTEPLAYER
player_dead_txt21,..........................................................................................................,................................................................................................................,DEAD,NORMAL,res://art/cutscenes/THE END/player_5_shot.png,MUERTEPLAYER
player_dead_txt22,!! Eso es putas !!,!! That's fucking!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/THE END/END_1.png,MUERTEPLAYER
player_dead_txt23,!! ¿QUIEN ES SU REY? !!,!! WHO'S YOUR KING? !!,RATZWELVISUAL,NORMAL,res://art/cutscenes/THE END/END_1.png,MUERTEPLAYER
player_dead_txt24,!! AH AH!! ❤,!! AH AH!! ❤,,NORMAL,res://art/cutscenes/THE END/END_1.png,MUERTEPLAYER
player_dead_txt25,!! TU AMO!! ❤,!! I LOVE YOU!! ❤,,NORMAL,res://art/cutscenes/THE END/END_1.png,MUERTEPLAYER
player_dead_txt26,!! TU LO ERES MI AMOR!! ❤,!! YOU ARE MY LOVE!! ❤,POLICEWOMANVISUAL,NORMAL,res://art/cutscenes/THE END/END_1.png,MUERTEPLAYER
player_dead_txt27,!! LO LOGRASTE ERES EL REY DE TODO !! ❤,!! YOU DID IT YOU'RE THE KING OF EVERYTHING!! ❤,POLICEWOMANVISUAL,NORMAL,res://art/cutscenes/THE END/END_1.png,MUERTEPLAYER
player_dead_txt28,!! ERES EL REY DE TODO !!! ❤,!! YOU ARE THE KING OF EVERYTHING!!! ❤,POLICEWOMANVISUAL,NORMAL,res://art/cutscenes/THE END/END_1.png,MUERTEPLAYER
player_dead_txt29,!!!JAJAJAJAJAAJAJAJA!!,!!!HAHAHAHAHAHAHA!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/THE END/END_1.png,MUERTEPLAYER
player_dead_txt30,!! MAS RAPIDO PUTA !!!,!! FASTER BITCH!!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/THE END/END_1.png,MUERTEPLAYER
player_dead_txt31,!! Y TU LAME MAS FUERTE !!!,!! AND YOU LICK HARDER!!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/THE END/END_1.png,MUERTEPLAYER
player_dead_txt32,❤!! COMO ORDENES !! ❤,❤!! AS YOU ORDER!! ❤,,NORMAL,res://art/cutscenes/THE END/END_1.png,MUERTEPLAYER
player_dead_txt33,!!SIEMPRE TE VOY A OBEDECER AMO!! ❤,!! I WILL ALWAYS OBEY YOU MASTER!! ❤,,NORMAL,res://art/cutscenes/THE END/END_1.png,MUERTEPLAYER
player_dead_txt34,!!TE DARE AUN MAS HIJOS!! ❤,!! I WILL GIVE YOU EVEN MORE CHILDREN!! ❤,,NORMAL,res://art/cutscenes/THE END/END_1.png,MUERTEPLAYER
player_dead_txt35,!! HASTA QUE REPOBLEMOS TODA LA TIERRA!! ❤,!! UNTIL WE REPOPULATE THE WHOLE EARTH!! ❤,,NORMAL,res://art/cutscenes/THE END/END_1.png,MUERTEPLAYER
player_dead_txt36,!!YO TAMBIEN AMO!! !! LE DARE TODAVIA MAS!!! ❤,!! I LOVE YOU TOO!! !! I WILL GIVE HIM EVEN MORE!!! ❤,POLICEWOMANVISUAL,NORMAL,res://art/cutscenes/THE END/END_1.png,MUERTEPLAYER
player_dead_txt37,!!ENTONCES APURENCE PUTAS!!,!! THEN GET UP YOU WHORES!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/THE END/END_1.png,MUERTEPLAYER
player_dead_txt38,!!TODAVIA TIENEN QUE DARLE SU DOSIS DIARIA A TODA LA CIUDAD!!,!! YOU STILL HAVE TO GIVE THE WHOLE CITY ITS DAILY DOSE!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/THE END/END_1.png,MUERTEPLAYER
player_dead_txt39,!!NO PUEDEN DEJAR A MIS HABITANTES SIN SEXO!!,!!YOU CAN'T LEAVE MY INHABITANTS WITHOUT SEX!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/THE END/END_1.png,MUERTEPLAYER
player_dead_txt40,!!SI AMO!,!!YES I LOVE IT!,POLICEWOMANVISUAL,NORMAL,res://art/cutscenes/THE END/END_1.png,MUERTEPLAYER
player_dead_txt41,❤❤❤❤❤❤❤❤❤❤❤❤❤❤LO AMAMOS❤❤❤❤❤❤❤❤❤❤❤❤❤,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤WE LOVE IT❤❤❤❤❤❤❤❤❤❤❤❤❤,,NORMAL,res://art/cutscenes/THE END/END_1.png,MUERTEPLAYER
,,,,,,
ratzwel_dead_txt1,!!! MALDITA HIJA DE PERRA !!,!!! DAMN BITCH!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/THE END/ratzwel_dead.png,MUERTERATZWEL
ratzwel_dead_txt2,!! COMO PUDISTE DESGRACIADA ZORRA !!,!! HOW COULD YOU YOU WRONG BITCH!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/THE END/ratzwel_dead.png,MUERTERATZWEL
ratzwel_dead_txt3,!! ERES UNA MALDITA BASURA PUTA DE MIERDA !!,!! YOU'RE A FUCKING TRASH A FUCKING WHORE!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/THE END/ratzwel_dead.png,MUERTERATZWEL
ratzwel_dead_txt4,!! OJALA NUNCA LOS HUBIERA RESCATADO A AMBOS !!,!! I WISH I'D NEVER RESCUED THEM BOTH!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/THE END/ratzwel_dead.png,MUERTERATZWEL
ratzwel_dead_txt5,!! PERROS DESAGRADECIDOS !!,!! UNGRATEFUL DOGS!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/THE END/ratzwel_dead.png,MUERTERATZWEL
ratzwel_dead_txt6,!! PERO LAS COGIDAS QUE LES DI A TODAS NADIE ME LAS QUITARA !!,!! BUT THE FUCKING I GAVE THEM ALL NO ONE WILL TAKE AWAY FROM ME!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/THE END/ratzwel_dead.png,MUERTERATZWEL
ratzwel_dead_txt7,!! JAJAAJAJAJAJAJ !!,!! HAHAHAHAHAHA!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/THE END/ratzwel_dead.png,MUERTERATZWEL
ratzwel_dead_txt8,!! LOS... VEO EN EL INFIERNO.... !!,!! I'LL SEE THEM IN HELL....!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/THE END/ratzwel_dead.png,MUERTERATZWEL
ratzwel_dead_txt9,!! HIJOS DE PUTAAAAAAAAAAAAAAA !!,!! SONS OF BITCHES!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/THE END/ratzwel_dead.png,MUERTERATZWEL
ratzwel_dead_txt10,................................................................................................................,.......................................................................................................,DEAD,NORMAL,res://art/cutscenes/THE END/ratzwel_dead.png,MUERTERATZWEL
,,,,,,
true_end_txt1,Por fin termino esta pesadilla.....,This nightmare is finally over...,PLAYER,NORMAL,,MUERTE
true_end_txt2,Larguemonos de aqui.....,Let's get out of here...,PLAYER,NORMAL,,MUERTE
true_end_txt3,!! Tienes razon mi amor !! ❤ ,!! You're right my love!! ❤,HAVANYMARRY,NORMAL,,MUERTE
true_end_txt4,!! Si amor vamonos !! ❤ ,!! Yes love let's go!! ❤,HAVANYMARRY,NORMAL,,MUERTE
,,,,,,
final_question_txt,¿Perdonas a Havany?,Do you forgive Havany?,,,,
,,,,,,
olvidar_txt1,!! Mi amor eso estuvo horrible !!,!! My love that was horrible!!,,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt2,!! No quiero que volvamos a pasar por algo asi !!,!! I don't want us to go through something like that again!!,,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt3,Buscaremos otro lugar mejor solo tu y yo ❤,We'll find a better place just you and me ❤,,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt4,..................................................................................................................,..................................................................................................................,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt5,Largate....,Get out....,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt6,!¿No te entiendo mi amor que dices?!,! Don't I understand what you're saying my love?!,,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt7,!! TE DIJE QUE TE LARGARAS DE MI VIDA !!,!! I TOLD YOU TO GET OUT OF MY LIFE!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt8,!! NO TE QUIERO VOLVER A VER !!,!! I DON'T WANT TO SEE YOU AGAIN!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt9,!! TODOS TIENEN RAZON ERES UNA MALDITA PUTA !!,!! YOU'RE ALL RIGHT YOU'RE A FUCKING BITCH!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt10,!! MI AMOR POR FAVOR NO ME TRATES ASI !!,!! MY LOVE PLEASE DON'T TREAT ME LIKE THAT!!,,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt11,!! ME ESTUVISTE MINTIENDO TODO ESTE MALDITO TIEMPO !!,!! YOU'VE BEEN LYING TO ME THIS WHORE EVERYONE!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt12,!! TE COGISTE A TODO EL MUNDO A MIS ESPALDAS !!!,!! YOU STUFFED EVERYONE BEHIND MY BACK!!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt13,!! ¿Y QUIERES QUE OLVIDE TODO ASI DE LA NADA? !!,!! AND YOU WANT ME TO FORGET EVERYTHING OUT OF NOWHERE?!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt14,!! MI AMOR POR FAVOR PODEMOS SUPERAR ESTO JUNTOS !!,!! MY LOVE PLEASE WE CAN OVERCOME THIS TOGETHER!!,,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt15,!! NO ME VUELVAS A DECIR MI AMOR !!,!! DON'T TELL ME MY LOVE AGAIN!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt16,Me da asco que salga de tu sucia boca...,It disgusts me to hear this coming out of your filthy mouth...,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt17,Estas muy equivocada...,You're so wrong...,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt18,Este es nuestro final...,This is the end for us...,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt19,No me vuelvas a buscar...,Don't come looking for me again...,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt20,!! TODO FUE CULPA DE RATZWEL !!,!! IT WAS ALL RATZWEL'S FAULT!!,,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt21,!! EL ME MANIPULO !!,!! HE MANIPULATED ME!!,,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt22,Pudiste detenerte en cualquier momento...,You could have stopped at any moment...,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt23,Pero preferiste seguir con su estupido juego...,But you preferred to continue with his stupid game...,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt24,¿Querias andar de puta con todo mundo no?,You wanted to be a whore with everyone right?,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt25,Pues quedate aqui como una....,Then stay here like one...,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt26,!! ESPERA !!,!! WAIT!!,,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt27,Adios Havany.......................,Goodbye Havany.......................,PLAYERVISUAL,NORMAL,res://art/cutscenes/THE END/END_3_S1.png,OLVIDAR
olvidar_txt28,!! POR FAVOR NO ME HAGAS ESTO !! ,!! PLEASE DON'T DO THIS TO ME!!,,NORMAL,res://art/cutscenes/THE END/END_3_S2.png,OLVIDAR
olvidar_txt29,!! NO ME DEJES AQUI !!,!! DON'T LEAVE ME HERE!!,,NORMAL,res://art/cutscenes/THE END/END_3_S2.png,OLVIDAR
olvidar_txt30,!! YO QUIERO IRME CONTIGO !!,!! I WANT TO GO WITH YOU!!,,NORMAL,res://art/cutscenes/THE END/END_3_S2.png,OLVIDAR
olvidar_txt31,!! HACER UNA VIDA  SOLO A TU LADO !!,!! MAKE A LIFE ONLY BY YOUR SIDE!!,,NORMAL,res://art/cutscenes/THE END/END_3_S2.png,OLVIDAR
olvidar_txt32,!! ME EQUIVOQUE PERDONAME !!,!! I WAS WRONG FORGIVE ME!!,,NORMAL,res://art/cutscenes/THE END/END_3_S2.png,OLVIDAR
olvidar_txt33,!! TE JURO QUE NO VOLVER A SUCEDER !!,!! I SWEAR IT WON'T HAPPEN AGAIN!!,,NORMAL,res://art/cutscenes/THE END/END_3_S2.png,OLVIDAR
olvidar_txt34,!! SOY UNA ESTUPIDA !!,!! I'M STUPID!!,,NORMAL,res://art/cutscenes/THE END/END_3_S2.png,OLVIDAR
olvidar_txt35,!! TE AMO MI AMOR !!,!! I LOVE YOU MY LOVE!!,,NORMAL,res://art/cutscenes/THE END/END_3_S2.png,OLVIDAR
